storename,main_category,sub_category,item_name,item_price,item_info,item_unit,link
penny neuhausen,baby ,ab dem 6 monat ,"Bebivita Frucht und Getreide, Vollkorn in Apfel-Banane",€1.05,250 g,€5.00/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/bebivita-frucht-und-getreide-vollkorn-in-apfel-banane-itemid-6488740b6ccfdc5108a0900c
penny neuhausen,baby ,ab dem 4 monat ,Bebivita Menü Spaghetti Bolognese ab dem 5. Monat,€0.95,190 g,€5.00/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/bebivita-menu-spaghetti-bolognese-ab-dem-5-monat-itemid-6488740b6ccfdc5108a08bf4
penny neuhausen,baby ,ab dem 4 monat ,Bebivita Abendbrei Grieß-Vanille ab dem 5. Monat,€0.95,190 g,€5.00/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/bebivita-abendbrei-griess-vanille-ab-dem-5-monat-itemid-6488740b6ccfdc5108a08b40
flink barthstr,fitness ,angebote ,Ahoj Brause Himbeere,€1.39,330 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/ahoj-brause-himbeere-itemid-66945f53c811618c5f2848ad
flink barthstr,fitness ,angebote ,"Orangina Original 0,33l",€1.19,330 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/orangina-original-0-33l-itemid-66945f53c811618c5f2848af
flink barthstr,fitness ,angebote ,"Franziskaner Weißbier Naturtrüb 0,5l",€1.09,"500 ml, 5% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/franziskaner-weissbier-naturtrub-0-5l-itemid-66945f53c811618c5f2848b0
flink barthstr,fitness ,angebote ,"Franziskaner Weissbier Alkoholfrei 0,5l",€0.99,"500 ml, 0.4% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/franziskaner-weissbier-alkoholfrei-0-5l-itemid-66945f53c811618c5f2848b1
flink barthstr,fitness ,angebote ,True Fruits Smoothie Yellow,€2.69,250 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/true-fruits-smoothie-yellow-itemid-66945f53c811618c5f2848b2
flink barthstr,fitness ,angebote ,True Fruits Smoothie Pink,€2.69,250 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/true-fruits-smoothie-pink-itemid-66945f53c811618c5f2848b3
flink barthstr,fitness ,angebote ,True Fruits Smoothie Purple,€2.69,250 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/true-fruits-smoothie-purple-itemid-66945f53c811618c5f2848b4
flink barthstr,fitness ,angebote ,True Fruits Smoothie Green No. 1 250ml,€2.69,250 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/true-fruits-smoothie-green-no-1-250ml-itemid-66945f53c811618c5f2848b5
flink barthstr,fitness ,angebote ,Rewe Beste Wahl Oliven mit Knoblauch 150g,€1.79,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-beste-wahl-oliven-mit-knoblauch-150g-itemid-66945f53c811618c5f2848b7
flink barthstr,fitness ,angebote ,Rewe Beste Wahl Olivenmix 150g,€1.79,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-beste-wahl-olivenmix-150g-itemid-66945f53c811618c5f2848b8
flink barthstr,fitness ,angebote ,Rewe Beste Wahl Fuet Scheiben 100g,€2.39,100 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-beste-wahl-fuet-scheiben-100g-itemid-66945f53c811618c5f2848b9
flink barthstr,fitness ,angebote ,Arla Finello Gratinkäse Gerieben,€2.69,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/arla-finello-gratinkase-gerieben-itemid-66945f53c811618c5f2848bd
flink barthstr,fitness ,angebote ,Milram Müritzer Scheiben,€2.49,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/milram-muritzer-scheiben-itemid-66945f53c811618c5f2848be
flink barthstr,fitness ,angebote ,Milram Müritzer herzhaft 150g,€2.49,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/milram-muritzer-herzhaft-150g-itemid-66945f53c811618c5f2848c0
flink barthstr,fitness ,angebote ,"Becks Pils 6x0,33l",€4.49,"6 pcs, 4.9% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/becks-pils-6x0-33l-itemid-66945f53c811618c5f2848c2
flink barthstr,fitness ,angebote ,"Becks Ice 6x0,33l",€4.59,"6 pcs, 2.5% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/becks-ice-6x0-33l-itemid-66945f53c811618c5f2848c3
flink barthstr,fitness ,angebote ,"Bree Spritz, Typ Limoncello 0,25l",€2.19,"250 ml, 10% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/bree-spritz-typ-limoncello-0-25l-itemid-66945f53c811618c5f2848c5
flink barthstr,fitness ,angebote ,"Bree Spritz Aperitivo 0,25l",€2.19,"250 ml, 10% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/bree-spritz-aperitivo-0-25l-itemid-66945f53c811618c5f2848c6
flink barthstr,fitness ,angebote ,Corny Schoko-Banane,€1.79,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/corny-schoko-banane-itemid-66945f53c811618c5f2848c7
flink barthstr,fitness ,angebote ,Corny Free Schoko,€1.79,120 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/corny-free-schoko-itemid-66945f53c811618c5f2848c8
flink barthstr,fitness ,angebote ,Corny Schoko,€1.79,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/corny-schoko-itemid-66945f53c811618c5f2848c9
flink barthstr,fitness ,angebote ,Rewe Feine Welt Kartoffelchips mit Trüffelgeschmack 100g,€1.59,100 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-feine-welt-kartoffelchips-mit-truffelgeschmack-100g-itemid-66945f53c811618c5f2848ca
flink barthstr,fitness ,angebote ,Rewe Beste Wahl Linsen Chips 90g,€1.29,90 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-beste-wahl-linsen-chips-90g-itemid-66945f53c811618c5f2848cb
flink barthstr,fitness ,angebote ,Rewe Beste Wahl geröstete Mandeln ohne Salz 150g,€2.29,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-beste-wahl-gerostete-mandeln-ohne-salz-150g-itemid-66945f53c811618c5f2848cd
flink barthstr,fitness ,angebote ,Magnum Double Starchaser 255ml,€3.19,255 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/magnum-double-starchaser-255ml-itemid-66945f53c811618c5f2848ce
flink barthstr,fitness ,angebote ,Magnum Mini Mix Classic Almond White,€3.69,330 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/magnum-mini-mix-classic-almond-white-itemid-66945f53c811618c5f2848cf
flink barthstr,fitness ,angebote ,Magnum Double Gold Caramel Billionaire 255ml,€3.19,255 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/magnum-double-gold-caramel-billionaire-255ml-itemid-66945f53c811618c5f2848d0
flink barthstr,fitness ,angebote ,Magnum Mandel 100 ml,€4.49,600 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/magnum-mandel-100-ml-itemid-66945f53c811618c5f2848d3
flink barthstr,fitness ,angebote ,Magnum Vegan Almond,€3.69,270 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/magnum-vegan-almond-itemid-66945f53c811618c5f2848d4
flink barthstr,fitness ,angebote ,Rewe Bio Tahini Hummus,€1.89,150 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/rewe-bio-tahini-hummus-itemid-66945f53c811618c5f2848d5
flink barthstr,fitness ,angebote ,Hela Curry Gewürz Ketchup Scharf 800ml,€3.09,800 ml,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/hela-curry-gewurz-ketchup-scharf-800ml-itemid-66945f53c811618c5f2848d7
flink barthstr,fitness ,angebote ,Corny Haferkraft Zero Kakao 140g,€1.79,140 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/corny-haferkraft-zero-kakao-140g-itemid-66945f53c811618c5f2848d8
flink barthstr,fitness ,angebote ,Miraval Rosé by Brad Pitt & Famille Perrin AOP,€19.39,"750 ml, 13% vol",€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/miraval-rose-by-brad-pitt-famille-perrin-aop-itemid-66945f53c811618c5f2848d9
flink barthstr,fitness ,angebote ,Toilettenpapier Zewa Smart 3-lagig 300 Blatt,€4.59,4 pcs,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/toilettenpapier-zewa-smart-3-lagig-300-blatt-itemid-66945f53c811618c5f2848da
flink barthstr,fitness ,angebote ,Tempo Feucht Sanft & Pflegend,€2.29,42 pcs,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/tempo-feucht-sanft-pflegend-itemid-66945f53c811618c5f2848db
flink barthstr,fitness ,angebote ,Coral Colorwaschmittel flüssig 23WL,€4.79,23 pcs,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/coral-colorwaschmittel-flussig-23wl-itemid-66945f53c811618c5f2848dc
flink barthstr,fitness ,angebote ,Coral Fein- und Wollwaschmittel Black Velvet 23WL,€4.79,23 pcs,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/coral-fein-und-wollwaschmittel-black-velvet-23wl-itemid-66945f53c811618c5f2848dd
flink barthstr,fitness ,angebote ,Ortel Smart World M+,€10.09,1 pc,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/ortel-smart-world-m-itemid-66945f53c811618c5f2848de
flink barthstr,fitness ,angebote ,Freche Freunde Bio Fruchtchips Erdbeere,€1.99,12 g,€4.21/l,https://wolt.com/en/deu/munich/venue/flink-barthstr/freche-freunde-bio-fruchtchips-erdbeere-itemid-66945f53c811618c5f2848df
penny neuhausen,baby ,milchnahrung breie ,Bebivita Kindermilch 1 ab dem 12. Monat ,€5.95,500 g,€11.90/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/bebivita-kindermilch-1-ab-dem-12-monat-itemid-6488740b6ccfdc5108a08d1b
penny neuhausen,baby ,milchnahrung breie ,Bebivita Kindermilch 1 ab dem 12. Monat,€5.95,500 g,€11.90/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/bebivita-kindermilch-1-ab-dem-12-monat-itemid-6488740b6ccfdc5108a08b1a
penny neuhausen,tiere ,hunde ,Purina AdVENTuROS Nuggets Wildschwein ,€1.39,90 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/purina-adventuros-nuggets-wildschwein-itemid-6488740b6ccfdc5108a0895d
penny neuhausen,tiere ,hunde ,Purina AdVENTuROS Strips Hirsch ,€1.39,90 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/purina-adventuros-strips-hirsch-itemid-6488740b6ccfdc5108a08971
penny neuhausen,tiere ,hunde ,Pedigree® mit 3 Sorten Geflügel in Pastete ,€1.99,800 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/pedigree-mit-3-sorten-geflugel-in-pastete-itemid-6488740b6ccfdc5108a08172
penny neuhausen,tiere ,hunde ,"Perdigree Saftiges Geschnetzeltes mit Rind, Gemüse & Nudeln ",€1.99,800 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/perdigree-saftiges-geschnetzeltes-mit-rind-gemuse-nudeln-itemid-6488740b6ccfdc5108a0878e
penny neuhausen,tiere ,hunde ,Lucky Dog Flexodent Schützt & Reinigt die Zähne 85g,€0.99,85 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-flexodent-schutzt-reinigt-die-zahne-85g-itemid-6488740b6ccfdc5108a08ef1
penny neuhausen,tiere ,hunde ,Lucky Dog mit Pansen 20 Stück,€0.59,20 pcs,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-mit-pansen-20-stuck-itemid-6488740b6ccfdc5108a08f11
penny neuhausen,tiere ,hunde ,Lucky Dog Kaustreifen mit Rind 20 Stück,€0.59,20 pcs,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-kaustreifen-mit-rind-20-stuck-itemid-6488740b6ccfdc5108a08f3d
penny neuhausen,tiere ,hunde ,Zooroyal Monoprotein Rind   ,€1.69,800 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-monoprotein-rind-itemid-6488740b6ccfdc5108a08467
penny neuhausen,tiere ,hunde ,Zooroyal Huehnerherzen ,€1.59,400 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-huehnerherzen-itemid-6488740b6ccfdc5108a084a8
penny neuhausen,tiere ,hunde ,ZooRoyal Vital Plus Trockenfutter ,€4.99,2.5 kg,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-vital-plus-trockenfutter-itemid-6488740b6ccfdc5108a081d8
penny neuhausen,tiere ,hunde ,Zooroyal Hundekotbeutel 4x20 Stk,€1.49,1 pc,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-hundekotbeutel-4x20-stk-itemid-6488740b6ccfdc5108a084ae
penny neuhausen,tiere ,hunde ,ZooRoyal Pastete 150g,€0.50,150 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-pastete-150g-itemid-6488740b6ccfdc5108a08f9c
penny neuhausen,tiere ,hunde ,Lucky Dog Kaustreifen Gefluegel,€0.59,200 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-kaustreifen-gefluegel-itemid-6548d095043dd4924186a94d
penny neuhausen,tiere ,hunde ,Lucky Dog Pastete Mit Rind,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-pastete-mit-rind-itemid-6548d095043dd4924186a915
penny neuhausen,tiere ,hunde ,Lucky Dog Pastete Senior mit Huhn,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-pastete-senior-mit-huhn-itemid-660fef519086bb5ca3ce745e
penny neuhausen,tiere ,hunde ,Lucky Dog mit Reis,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-mit-reis-itemid-6548d095043dd4924186a8f0
penny neuhausen,tiere ,hunde ,Lucky Dog Pastete Mit Gefluegel,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-pastete-mit-gefluegel-itemid-6548d095043dd4924186a8fa
penny neuhausen,tiere ,hunde ,Lucky Dog Pastete Mit Wild,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-pastete-mit-wild-itemid-6548d095043dd4924186a8fc
penny neuhausen,tiere ,hunde ,Lucky Dog Pastete Edelfisch & Huhn,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-pastete-edelfisch-huhn-itemid-6548d095043dd4924186a93d
penny neuhausen,tiere ,hunde ,Lucky Dog Ragout mit Lamm und Karotten,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-ragout-mit-lamm-und-karotten-itemid-6548d095043dd4924186a90c
penny neuhausen,tiere ,hunde ,Lucky Dog Genießer Leberwurst,€1.89,,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-geniesser-leberwurst-itemid-6548d095043dd4924186a916
penny neuhausen,tiere ,hunde ,Lucky Dog Ragout mit Rind & Pasta in Braten Sauce,€0.75,300 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-ragout-mit-rind-pasta-in-braten-sauce-itemid-6548d095043dd4924186a917
penny neuhausen,tiere ,hunde ,Lucky Dog Saftige Happen Rind,€1.59,1.24 kg,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-saftige-happen-rind-itemid-6548d095043dd4924186aa12
penny neuhausen,tiere ,hunde ,"Lucky Dog Saftige Happen Schwein, Huhn, Rind",€1.59,1.24 kg,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-saftige-happen-schwein-huhn-rind-itemid-6548d095043dd4924186aa0a
penny neuhausen,tiere ,hunde ,Lucky Dog Saftige Happen Gefluegel,€1.59,1.24 kg,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-saftige-happen-gefluegel-itemid-6548d095043dd4924186a9dc
penny neuhausen,tiere ,hunde ,Lucky Dog Hühnerhälse,€2.09,100 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-huhnerhalse-itemid-6548d095043dd4924186a9dd
penny neuhausen,tiere ,hunde ,Lucky Dog Entenfilet,€2.09,125 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-entenfilet-itemid-6548d095043dd4924186a9ab
penny neuhausen,tiere ,hunde ,Lucky Dog Hühnchenfilet,€2.09,125 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-huhnchenfilet-itemid-6548d095043dd4924186a9b2
penny neuhausen,tiere ,hunde ,Lucky Dog Kaustangen Mit Huhn,€1.99,100 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-kaustangen-mit-huhn-itemid-6548d095043dd4924186aa2a
penny neuhausen,tiere ,hunde ,Lucky Dog Rinderschlund Chips,€1.99,100 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-rinderschlund-chips-itemid-6548d095043dd4924186aa46
penny neuhausen,tiere ,hunde ,Lucky Dog Rinderpansen Sticks,€1.99,100 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-rinderpansen-sticks-itemid-6548d095043dd4924186aa8b
penny neuhausen,tiere ,hunde ,Lucky Dog Dental Snack,€0.79,250 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-dental-snack-itemid-6548d095043dd4924186aa4e
penny neuhausen,tiere ,hunde ,Lucky Dog Kauröllchen mit Lamm & Reisspeisegrieß,€0.79,230 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-dog-kaurollchen-mit-lamm-reisspeisegriess-itemid-6548d095043dd4924186aa84
penny neuhausen,tiere ,hunde ,Beef Stick® Rind,€0.45,12 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/beef-stick-rind-itemid-6488740b6ccfdc5108a090e2
penny neuhausen,tiere ,hunde ,Beef Stick® Pute,€0.45,12 g,€15.44/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/beef-stick-pute-itemid-6488740b6ccfdc5108a09109
penny neuhausen,tiere ,angebote ,Maggi Fix für Spaghetti Bolognese,€0.44,36 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-fix-fur-spaghetti-bolognese-itemid-6488740b6ccfdc5108a08c01
penny neuhausen,tiere ,angebote ,Milram Frische Aioli,€0.99,185 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/milram-frische-aioli-itemid-6488740b6ccfdc5108a08c51
penny neuhausen,tiere ,angebote ,Mühlenhof Schweine-Schnitzel,€3.99,500 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/muhlenhof-schweine-schnitzel-itemid-6488740b6ccfdc5108a084f6
penny neuhausen,tiere ,angebote ,Rama Leichte Koch Creme,€0.89,250 ml,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/rama-leichte-koch-creme-itemid-6488740b6ccfdc5108a08d40
penny neuhausen,tiere ,angebote ,Milram Sour Cream Fein-Würzig,€0.99,185 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/milram-sour-cream-fein-wurzig-itemid-6488740b6ccfdc5108a08b7c
penny neuhausen,tiere ,angebote ,Milram Frühlings Quark 40% Fett,€0.99,185 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/milram-fruhlings-quark-40-fett-itemid-6488740b6ccfdc5108a080e8
penny neuhausen,tiere ,angebote ,Milram Frühlings Quark Leicht,€0.99,185 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/milram-fruhlings-quark-leicht-itemid-6488740b6ccfdc5108a086e4
penny neuhausen,tiere ,angebote ,Milram Frühlings Quark 7-Kräuter,€0.99,185 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/milram-fruhlings-quark-7-krauter-itemid-6488740b6ccfdc5108a0817b
penny neuhausen,tiere ,angebote ,Milram Drei-Zwiebel Quark,€0.99,185 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/milram-drei-zwiebel-quark-itemid-6488740b6ccfdc5108a086e5
penny neuhausen,tiere ,angebote ,Zott Sahnejoghurt Erdbeer,€0.44,150 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zott-sahnejoghurt-erdbeer-itemid-6488740b6ccfdc5108a08c66
penny neuhausen,tiere ,angebote ,Zott Sahne Joghurt mild Himbeer,€0.44,150 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zott-sahne-joghurt-mild-himbeer-itemid-6488740b6ccfdc5108a08a5a
penny neuhausen,tiere ,angebote ,Zott Sahnejoghurt Pfirsich-Maracuja,€0.44,150 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zott-sahnejoghurt-pfirsich-maracuja-itemid-6488740b6ccfdc5108a08c6c
penny neuhausen,tiere ,angebote ,Zott Sahne Joghurt mild Amarena-Kirsch,€0.44,150 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zott-sahne-joghurt-mild-amarena-kirsch-itemid-6488740b6ccfdc5108a08c54
penny neuhausen,tiere ,angebote ,Zott Sahnejoghurt Bratapfel Saison,€0.44,150 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zott-sahnejoghurt-bratapfel-saison-itemid-6488740b6ccfdc5108a08984
penny neuhausen,tiere ,angebote ,Zott Sahne Joghurt Saison Zitrone,€0.44,150 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zott-sahne-joghurt-saison-zitrone-itemid-6488740b6ccfdc5108a08adb
penny neuhausen,tiere ,angebote ,Gutfried Geflügel Salami,€1.49,80 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/gutfried-geflugel-salami-itemid-6488740b6ccfdc5108a0868e
penny neuhausen,tiere ,angebote ,Gutfried Geflügel-Salami mit Pfeffer,€1.49,,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/gutfried-geflugel-salami-mit-pfeffer-itemid-6488740b6ccfdc5108a08778
penny neuhausen,tiere ,angebote ,Gutfried Hähnchen Salami,€1.49,100 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/gutfried-hahnchen-salami-itemid-6488740b6ccfdc5108a08792
penny neuhausen,tiere ,angebote ,Barilla Pesto Basilico Vegan,€1.99,195 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/barilla-pesto-basilico-vegan-itemid-6488740b6ccfdc5108a09191
penny neuhausen,tiere ,angebote ,Barilla Pasta-Sauce Arrabbiata,€1.69,400 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/barilla-pasta-sauce-arrabbiata-itemid-6488740b6ccfdc5108a0865b
penny neuhausen,tiere ,angebote ,Barilla Pasta-Sauce Basilico,€1.69,400 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/barilla-pasta-sauce-basilico-itemid-6488740b6ccfdc5108a08659
penny neuhausen,tiere ,angebote ,Barilla Pesto alla Genovese,€1.99,190 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/barilla-pesto-alla-genovese-itemid-6488740b6ccfdc5108a0812b
penny neuhausen,tiere ,angebote ,Barilla Pesto alla Calabrese,€1.99,190 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/barilla-pesto-alla-calabrese-itemid-6488740b6ccfdc5108a0865c
penny neuhausen,tiere ,angebote ,Barilla Pesto Rosso,€1.99,200 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/barilla-pesto-rosso-itemid-6488740b6ccfdc5108a082b0
penny neuhausen,tiere ,angebote ,Maggi Food Travel Würzpaste für Curry Indian Style,€0.44,65 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-food-travel-wurzpaste-fur-curry-indian-style-itemid-6488740b6ccfdc5108a090f3
penny neuhausen,tiere ,angebote ,Maggi Fix Spaghetti Tomate Mozzarella,€0.44,40 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-fix-spaghetti-tomate-mozzarella-itemid-6488740b6ccfdc5108a08751
penny neuhausen,tiere ,angebote ,Maggi Fix für Geschnetzeltes Zürcher Art,€0.44,47 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-fix-fur-geschnetzeltes-zurcher-art-itemid-6488740b6ccfdc5108a08bff
penny neuhausen,tiere ,angebote ,Maggi Fix Chili con Carne,€0.44,33 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-fix-chili-con-carne-itemid-6488740b6ccfdc5108a086ac
penny neuhausen,tiere ,angebote ,Maggi Fix für Gulasch,€0.44,48 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-fix-fur-gulasch-itemid-6488740b6ccfdc5108a08c15
penny neuhausen,tiere ,angebote ,Erasco Reistopf mit Fleischklößchen,€1.99,800 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/erasco-reistopf-mit-fleischklosschen-itemid-6488740b6ccfdc5108a09371
penny neuhausen,tiere ,angebote ,Erasco Linsen-Eintopf mit Würstchen,€1.99,800 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/erasco-linsen-eintopf-mit-wurstchen-itemid-6488740b6ccfdc5108a08157
penny neuhausen,tiere ,angebote ,Erasco Hühner-Nudeltopf,€1.99,800 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/erasco-huhner-nudeltopf-itemid-6488740b6ccfdc5108a08a71
penny neuhausen,tiere ,angebote ,Erasco Erbsen-Eintopf Hubertus,€1.99,800 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/erasco-erbsen-eintopf-hubertus-itemid-6488740b6ccfdc5108a08a76
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Rindfleisch Suppe,€0.59,1 l,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-rindfleisch-suppe-itemid-6488740b6ccfdc5108a086da
penny neuhausen,tiere ,angebote ,Bürger Maultaschen - traditionell schwäbisch,€1.49,360 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/burger-maultaschen-traditionell-schwabisch-itemid-6488740b6ccfdc5108a08784
